n,gamma_true,bias,rmse,n_finite
100,0.21855735778808594,0.0024570941925048826,0.05324167148884545,200
400,0.21855735778808594,7.658958435058594e-05,0.02498346930466464,200
1600,0.21855735778808594,-0.0012196540832519532,0.012085505316961927,200
6400,0.21855735778808594,-0.00034542083740234374,0.006345025272261371,200
25600,0.21855735778808594,-0.0003496408462524414,0.0029211506939536445,200
