task,model_a,model_b,rank_gap,margin,adjacent,non_robust,thresh
gsm8k|5,google__gemma-7b,mistralai__Mistral-7B-v0.1,3,0.15693707354056108,False,False,0.0355
gsm8k|5,google__gemma-7b,meta-llama__Llama-2-13b-hf,4,0.29946929492039426,False,False,0.0355
gsm8k|5,google__gemma-7b,meta-llama__Llama-2-7b-hf,5,0.38286580742987114,False,False,0.0355
gsm8k|5,google__gemma-7b,tiiuae__falcon-7b,6,0.48142532221379836,False,False,0.0355
gsm8k|5,google__gemma-7b,EleutherAI__gpt-j-6b,7,0.4981046247156937,False,False,0.0355
gsm8k|5,01-ai__Yi-34B,meta-llama__Meta-Llama-3-8B,1,0.05458680818802125,True,False,0.0355
gsm8k|5,01-ai__Yi-34B,mistralai__Mistral-7B-v0.1,2,0.1357088703563306,False,False,0.0355
gsm8k|5,01-ai__Yi-34B,meta-llama__Llama-2-13b-hf,3,0.2782410917361638,False,False,0.0355
gsm8k|5,01-ai__Yi-34B,meta-llama__Llama-2-7b-hf,4,0.3616376042456407,False,False,0.0355
gsm8k|5,01-ai__Yi-34B,tiiuae__falcon-7b,5,0.4601971190295679,False,False,0.0355
gsm8k|5,01-ai__Yi-34B,EleutherAI__gpt-j-6b,6,0.47687642153146326,False,False,0.0355
gsm8k|5,meta-llama__Meta-Llama-3-8B,mistralai__Mistral-7B-v0.1,1,0.08112206216830936,True,False,0.0355
gsm8k|5,meta-llama__Meta-Llama-3-8B,meta-llama__Llama-2-13b-hf,2,0.22365428354814254,False,False,0.0355
gsm8k|5,meta-llama__Meta-Llama-3-8B,meta-llama__Llama-2-7b-hf,3,0.3070507960576194,False,False,0.0355
gsm8k|5,meta-llama__Meta-Llama-3-8B,tiiuae__falcon-7b,4,0.40561031084154664,False,False,0.0355
gsm8k|5,meta-llama__Meta-Llama-3-8B,EleutherAI__gpt-j-6b,5,0.422289613343442,False,False,0.0355
gsm8k|5,mistralai__Mistral-7B-v0.1,meta-llama__Llama-2-13b-hf,1,0.14253222137983318,True,False,0.0355
gsm8k|5,mistralai__Mistral-7B-v0.1,meta-llama__Llama-2-7b-hf,2,0.22592873388931006,False,False,0.0355
gsm8k|5,mistralai__Mistral-7B-v0.1,tiiuae__falcon-7b,3,0.3244882486732373,False,False,0.0355
gsm8k|5,mistralai__Mistral-7B-v0.1,EleutherAI__gpt-j-6b,4,0.34116755117513264,False,False,0.0355
gsm8k|5,meta-llama__Llama-2-13b-hf,meta-llama__Llama-2-7b-hf,1,0.08339651250947688,True,False,0.0355
gsm8k|5,meta-llama__Llama-2-13b-hf,tiiuae__falcon-7b,2,0.1819560272934041,False,False,0.0355
gsm8k|5,meta-llama__Llama-2-13b-hf,EleutherAI__gpt-j-6b,3,0.19863532979529946,False,False,0.0355
gsm8k|5,meta-llama__Llama-2-7b-hf,tiiuae__falcon-7b,1,0.09855951478392722,True,False,0.0355
gsm8k|5,meta-llama__Llama-2-7b-hf,EleutherAI__gpt-j-6b,2,0.1152388172858226,False,False,0.0355
gsm8k|5,tiiuae__falcon-7b,EleutherAI__gpt-j-6b,1,0.016679302501895376,True,True,0.0355
